file_name,pop,date_exp,ID,ID_gene,sex,FA_mm,mass_g,transmitter_n,freq_hz,temp_exp,temp_act,cond,RH_treatment,chamber_n,setFR_ml_min,FR_ml_min,BP_kPa,FR_adj_ml_min,T_start,T_end,t_tor_h,tor_start,VO2_ml_min,VCO2_ml_min,EWL_mg_h,Tsk_C
RepRec~09-28-2023_dry_200ml_11C_edited,Yessabah,28/9/2023,YES-9,YES-resp-9_Yessabah,female,48.8,12,255266,151.259,11,11.75570221,dry,2.830345019,2,200,198.74,102.2241,198.5113777,28/9/2023 11:25,28/9/2023 11:30,,4.316218792,0.027778034,0.025025933,4.461292303,17.26647955
RepRec~09-28-2023_dry_200ml_11C_edited,Yessabah,28/9/2023,YES-10,YES-resp-10_Yessabah,female,49,14.4,257501,150.006,11,11.64110286,dry,2.852083277,3,200,197.84,102.2158,197.6123945,28/9/2023 11:43,28/9/2023 11:46,2.916666667,0.416666667,0.051766486,0.047414328,9.272166121,17.6587092
RepRec~09-28-2023_dry_200ml_11C_edited,Yessabah,28/9/2023,YES-11,YES-resp-11_Yessabah,female,48.6,13.3,257502,150.067,11,11.57379839,dry,2.864936172,4,200,211.529,102.2074,211.285626,28/9/2023 12:00,28/9/2023 12:02,7.833333333,5.25,0.039262934,0.036954112,4.927172511,16.7898546
RepRec~09-28-2023_dry_200ml_11C_edited,Yessabah,28/9/2023,YES-12,YES-resp-12_Yessabah,female,47.4,13,257503,150.227,11,11.51173643,dry,2.876844668,5,200,221.386,102.2158,221.131306,28/9/2023 12:14,28/9/2023 12:18,5.566666667,3,0.011720222,0.010853367,5.342490515,17.07437989
RepRec~09-28-2023_dry_200ml_11C_edited,Yessabah,28/9/2023,YES-13,YES-resp-13_Yessabah,female,47.5,14.3,257504,150.307,11,11.47524654,dry,2.883871906,6,200,215.026,102.2048,214.7785962,28/9/2023 12:27,28/9/2023 12:33,,5.546383041,0.018508666,0.017452725,3.563100275,16.74213
RepRec~09-28-2023_dry_200ml_11C_edited,Yessabah,28/9/2023,YES-14,YES-resp-14_Yessabah,female,49.1,13.3,257505,150.38,11,11.44906868,dry,2.888924934,7,200,204.9286,102.1828,204.6927633,28/9/2023 12:43,28/9/2023 12:49,,9.329216397,0.04164746,0.040929456,4.494504637,17.13748
RepRec~09-28-2023_dry_200ml_11C_edited,Yessabah,28/9/2023,YES-15,YES-resp-15_Yessabah,female,47.4,12.5,257506,150.466,11,11.40988174,dry,2.896507358,8,200,210.8457,102.1639,210.6030089,28/9/2023 12:57,28/9/2023 13:06,,6.263308701,0.016354981,0.016203584,5.141377843,17.2447
RepRec~09-28-2023_dry_200ml_8C_edited,Yessabah,28/9/2023,YES-9,YES-resp-9_Yessabah,female,48.8,12,255266,151.259,8,8.672576084,dry,2.819725843,2,200,198.74,102.0945,198.5547749,28/9/2023 13:55,28/9/2023 13:58,,4.316218792,0.02102409,0.019838508,3.635067185,16.21907717
RepRec~09-28-2023_dry_200ml_8C_edited,Yessabah,28/9/2023,YES-10,YES-resp-10_Yessabah,female,49,14.4,257501,150.006,8,8.551507264,dry,2.843116242,3,200,197.84,102.0834,197.6555937,28/9/2023 14:14,28/9/2023 14:18,5.5,0.416666667,0.030005925,0.030395822,3.999202701,16.46879943
RepRec~09-28-2023_dry_200ml_8C_edited,Yessabah,28/9/2023,YES-11,YES-resp-11_Yessabah,female,48.6,13.3,257502,150.067,8,8.509544726,dry,2.851273295,4,200,211.529,102.0762,211.3318203,28/9/2023 14:24,28/9/2023 14:30,10.25,5.25,0.010949039,0.009992837,3.786718274,15.39170365
RepRec~09-28-2023_dry_200ml_8C_edited,Yessabah,28/9/2023,YES-12,YES-resp-12_Yessabah,female,47.4,13,257503,150.227,8,8.44977638,dry,2.862936243,5,200,221.386,102.0693,221.179618,28/9/2023 14:44,28/9/2023 14:48,8,3,0.022360481,0.021572377,4.398801937,15.79017871
RepRec~09-28-2023_dry_200ml_8C_edited,Yessabah,28/9/2023,YES-13,YES-resp-13_Yessabah,female,47.5,14.3,257504,150.307,8,8.407856924,dry,2.871147653,6,200,215.026,102.0821,214.8255721,28/9/2023 14:57,28/9/2023 15:02,,5.546383041,0.010442073,0.010297563,2.897622714,16.07349
RepRec~09-28-2023_dry_200ml_8C_edited,Yessabah,28/9/2023,YES-14,YES-resp-14_Yessabah,female,49.1,13.3,257505,150.38,8,8.359809942,dry,2.880591349,7,200,204.9286,102.0752,204.737571,28/9/2023 15:14,28/9/2023 15:20,,9.329216397,0.02908129,0.02807631,3.897274084,16.73423
RepRec~09-28-2023_dry_200ml_8C_edited,Yessabah,28/9/2023,YES-15,YES-resp-15_Yessabah,female,47.4,12.5,257506,150.466,8,8.344590251,dry,2.883589947,8,200,210.8457,102.0704,210.649146,28/9/2023 15:31,28/9/2023 15:37,,6.263308701,0.01522558,0.013972459,4.227295305,16.0233
RepRec~09-28-2023_dry_200ml_5C_edited,Yessabah,28/9/2023,YES-9,YES-resp-9_Yessabah,female,48.8,12,255266,151.259,5,5.803706399,dry,3.194018101,2,200,198.74,102.101,198.5678331,28/9/2023 16:23,28/9/2023 16:31,,4.316218792,0.019819028,0.017153189,3.075384728,14.85591118
RepRec~09-28-2023_dry_200ml_5C_edited,Yessabah,28/9/2023,YES-10,YES-resp-10_Yessabah,female,49,14.4,257501,150.006,5,5.670748816,dry,3.223732979,3,200,197.84,102.1002,197.6686114,28/9/2023 16:40,28/9/2023 16:47,7.75,0.416666667,0.013544239,0.012972685,4.60674164,15.63264729
RepRec~09-28-2023_dry_200ml_5C_edited,Yessabah,28/9/2023,YES-11,YES-resp-11_Yessabah,female,48.6,13.3,257502,150.067,5,5.570600478,dry,3.246316609,4,200,211.529,102.1208,211.3457896,28/9/2023 17:00,28/9/2023 17:02,12.5,5.25,0.00240622,0.00213676,3.291709975,14.25940415
RepRec~09-28-2023_dry_200ml_5C_edited,Yessabah,28/9/2023,YES-12,YES-resp-12_Yessabah,female,47.4,13,257503,150.227,5,5.532480911,dry,3.254958441,5,200,221.386,102.1366,221.1942819,28/9/2023 17:12,28/9/2023 17:15,10.5,3,0.008188477,0.008157477,3.656132174,14.61888657
RepRec~09-28-2023_dry_200ml_5C_edited,Yessabah,28/9/2023,YES-13,YES-resp-13_Yessabah,female,47.5,14.3,257504,150.307,5,5.482006017,dry,3.26644033,6,200,215.026,102.1454,214.8398056,28/9/2023 17:30,28/9/2023 17:33,,5.546383041,0.011259378,0.011901128,2.45833728,15.40289
RepRec~09-28-2023_dry_200ml_5C_edited,Yessabah,28/9/2023,YES-14,YES-resp-14_Yessabah,female,49.1,13.3,257505,150.38,5,5.473789219,dry,3.268313689,7,200,204.9286,102.1655,204.7511841,28/9/2023 17:43,28/9/2023 17:50,,9.329216397,0.015365955,0.014702046,3.00632661,14.937217
RepRec~09-28-2023_dry_200ml_5C_edited,Yessabah,28/9/2023,YES-15,YES-resp-15_Yessabah,female,47.4,12.5,257506,150.466,5,5.466821726,dry,3.269903145,8,200,210.8457,102.1784,210.6631844,28/9/2023 18:03,28/9/2023 18:06,,6.263308701,0.013148487,0.013076806,3.504762934,15.07418
